Category,Score,World Rank,University Name
international,39.00,63,University of North Carolina at Chapel Hill
international,51.00,64,Boston University
international,84.00,65,Delft University of Technology
international,35.30,65,University of Minnesota
international,64.30,67,Leiden University
international,56.30,68,University of Southern California
international,82.40,69,University of Bristol
international,86.40,70,Durham University
international,76.10,71,Erasmus University Rotterdam
international,69.20,72,Free University of Berlin
international,87.60,73,Monash University
international,63.90,74,University of Groningen
international,40.80,75,Pennsylvania State University
international,85.80,76,University of Glasgow
international,51.80,76,University of Helsinki
international,58.20,78,University of Tübingen
international,33.90,79,University of Pittsburgh
international,90.30,80,University of Warwick
international,59.60,81,Uppsala University
international,83.30,82,University of Copenhagen
international,89.50,82,University of New South Wales
international,60.30,84,University of Freiburg
international,30.90,85,Seoul National University
international,92.30,86,University of St Andrews
international,29.10,87,Vanderbilt University
international,26.10,88,Kyoto University
international,95.50,88,Maastricht University
international,51.00,90,Emory University
international,74.10,90,Lund University
international,53.00,90,Ohio State University
international,87.30,93,University of Exeter
international,63.60,94,University of Bonn
international,52.70,94,Georgetown University
international,76.10,94,McMaster University
international,81.90,97,University of Sheffield
international,93.50,98,Queen Mary University of London
international,56.40,99,University of Göttingen
international,56.40,99,Michigan State University
international,94.70,101,University of Basel
international,92.80,101,École Polytechnique
international,66.60,101,Rice University
international,38.30,104,Dartmouth College
international,90.40,104,University of Zurich
international,76.80,106,Aarhus University
international,59.20,106,"University of California, Irvine"
international,64.60,106,University of Mannheim
international,47.60,108,University of Notre Dame
international,92.60,109,University of Western Australia
international,54.10,110,RWTH Aachen University
international,88.40,110,University of Southampton
international,46.30,112,Scuola Normale Superiore di Pisa
international,84.20,113,University of Montreal
international,74.10,113,Pierre and Marie Curie University
international,66.40,113,Purdue University
international,33.70,116,Pohang University of Science and Technology
international,43.50,117,"University of Maryland, College Park"
international,54.20,118,Ghent University
international,82.00,119,University of Birmingham
international,83.70,120,University of Bern
international,80.20,120,University of Cape Town
international,33.30,120,University of Florida
international,47.00,123,University of Erlangen-Nuremberg
international,34.70,123,"Rutgers, the State University of New Jersey"
international,46.30,125,University of Münster
international,60.90,125,Radboud University Nijmegen
international,36.60,127,University of Colorado Boulder
international,49.40,127,Tufts University
international,92.70,129,"Royal Holloway, University of London"
international,87.00,130,Lancaster University
international,98.50,131,University of Geneva
international,83.50,131,University of York
international,40.50,133,Case Western Reserve University
international,77.40,133,University of Leeds
international,68.20,135,University of Oslo
international,48.50,136,Stockholm University
international,80.70,137,University of Alberta
international,81.10,138,Chinese University of Hong Kong
international,56.70,138,Karlsruhe Institute of Technology
international,88.30,140,University of Sussex
international,48.90,141,University of Massachusetts
international,92.60,142,University of Vienna
international,80.60,143,University of Nottingham
international,45.60,144,"University of California, Santa Cruz"
international,89.20,144,University of Lausanne
international,50.30,146,Autonomous University of Barcelona
international,43.40,147,University of Virginia
international,33.90,148,Korea Advanced Institute of Science and Technology (KAIST)
international,85.10,149,University of Adelaide
international,83.50,149,University of East Anglia
international,80.10,149,University of Twente
international,36.70,153,Sungkyunkwan University (SKKU)
international,54.90,154,VU University Amsterdam
international,84.40,155,KTH Royal Institute of Technology
international,53.10,156,University of Cologne
international,85.40,157,University of Liverpool
international,47.70,158,TU Dresden
international,55.80,158,University of Rochester
international,90.50,160,Trinity College Dublin
international,57.80,161,Lomonosov Moscow State University
international,64.00,161,University of Miami
international,38.60,163,University of Arizona
international,63.30,164,Pompeu Fabra University
international,85.10,164,University of Reading
international,28.50,164,Yeshiva University
international,59.50,167,"University of California, Riverside"
international,86.60,167,University of Leicester
international,27.70,167,National Taiwan University
international,85.10,167,Technical University of Denmark
international,74.20,167,Université Catholique de Louvain
international,91.40,172,University of Aberdeen
international,90.50,172,University of Auckland
international,49.20,174,University of Barcelona
international,58.30,175,University of Konstanz
international,71.30,176,Eindhoven University of Technology
international,86.30,176,University College Dublin
international,55.60,178,Hebrew University of Jerusalem
international,74.40,179,University of Waterloo
international,58.30,180,University of Gothenburg
international,45.20,180,Scuola Superiore Sant’Anna
international,70.00,182,University of Bergen
international,78.10,182,Cardiff University
international,30.10,182,University of Utah
international,47.00,185,Brandeis University
international,78.50,185,University of Dundee
international,50.90,185,University of Würzburg
international,64.20,188,Paris-Sud University
international,31.90,189,Arizona State University
international,64.80,190,University of Antwerp
international,60.00,190,Boston College
international,58.20,192,Ulm University
international,99.80,193,University of Luxembourg
international,47.80,193,Texas A&M University
international,61.10,195,Charité - Universitätsmedizin Berlin
international,84.30,196,Newcastle University
international,69.50,196,"St George’s, University of London"
international,55.90,198,University of Trento
international,64.90,199,Paris Diderot University – Paris 7
international,93.40,200,Queen’s University Belfast
international,71.00,201-250,Aalborg University
international,89.90,201-250,"Birkbeck, University of London"
international,39.90,201-250,University of Bologna
international,60.60,201-250,University at Buffalo
international,70.10,201-250,University of Calgary
international,77.60,201-250,Chalmers University of Technology
international,81.60,201-250,City University of Hong Kong
international,88.50,201-250,Copenhagen Business School
international,78.30,201-250,Dalhousie University
international,48.50,201-250,University of Duisburg-Essen
international,65.60,201-250,École Normale Supérieure de Lyon
international,41.60,201-250,Florida State University
international,87.40,201-250,University of Fribourg
international,38.60,201-250,Fudan University
international,48.10,201-250,George Washington University
international,60.20,201-250,Goethe University Frankfurt
international,63.40,201-250,University of Hawai’i at Mānoa
international,79.00,201-250,Hong Kong Polytechnic University
international,58.10,201-250,University of Illinois at Chicago
international,41.20,201-250,Indiana University
international,32.30,201-250,University of Iowa
international,53.30,201-250,Johannes Gutenberg University of Mainz
international,58.60,201-250,Joseph Fourier University
international,49.40,201-250,University of Kiel
international,63.80,201-250,Laval University
international,81.70,201-250,Medical University of Vienna
international,58.70,201-250,Northeastern University
international,21.40,201-250,Oregon Health and Science University
international,89.90,201-250,University of Otago
international,69.90,201-250,University of Ottawa
international,49.10,201-250,Paris Descartes University
international,29.60,201-250,Peter the Great St Petersburg Polytechnic University
international,48.80,201-250,Polytechnic University of Milan
international,81.70,201-250,Royal Veterinary College
international,21.80,201-250,Rush University
international,34.70,201-250,Sapienza University of Rome
international,21.40,201-250,University of Science and Technology of China
